p=<26512,35723,6975>, v=<-3,-33,11>, a=<-1,0,0>
p=<47289,-21487,28375>, v=<-7,-34,-2>, a=<3,-2,4>
p=<-13919,-18978,9991>, v=<23,34,-31>, a=<3,1,-4>
p=<-12327,-48634,-44867>, v=<26,-25,5>, a=<4,-3,-2>
p=<-29797,-19270,47351>, v=<-49,31,31>, a=<-4,0,-2>
p=<15085,343,-40344>, v=<-50,-9,31>, a=<4,3,-4>
p=<-21807,12336,-18452>, v=<-30,20,-30>, a=<-3,-1,-1>
p=<-19270,33506,45396>, v=<-48,2,39>, a=<0,4,-5>
p=<-37404,-43952,34879>, v=<40,35,4>, a=<0,-5,-1>
p=<44807,-9392,-20327>, v=<48,37,44>, a=<3,0,4>
p=<525,-35315,-6463>, v=<39,-49,-39>, a=<-4,-5,2>
p=<-29389,-38111,3836>, v=<-31,49,-48>, a=<-3,0,-3>
p=<-2569,24225,13281>, v=<33,13,-32>, a=<-4,-4,0>
p=<-19199,29213,-27781>, v=<-14,30,44>, a=<2,-1,-3>
p=<44003,-12773,-41281>, v=<-20,15,-39>, a=<-3,-2,2>
p=<15737,-32208,-337>, v=<32,18,-46>, a=<-5,1,3>
p=<-6757,3645,49997>, v=<-50,42,-14>, a=<-1,4,-3>
p=<33152,-24940,-45934>, v=<14,26,-29>, a=<2,-2,-2>
p=<2543,20678,8524>, v=<-22,16,10>, a=<-1,-3,-2>
p=<-7052,14151,-47049>, v=<-19,-6,-6>, a=<4,4,1>
p=<-32667,-11231,-28224>, v=<-49,10,-39>, a=<2,-5,-3>
p=<1301,-44880,29987>, v=<20,-28,23>, a=<-3,4,1>
p=<-39547,26709,-8531>, v=<4,-21,-33>, a=<-3,3,-2>
p=<12170,-11203,20479>, v=<49,-38,22>, a=<-2,-3,0>
p=<8231,-36705,34744>, v=<21,-21,-50>, a=<3,-4,0>
p=<23670,-11022,-25486>, v=<17,-24,25>, a=<-5,-4,-1>
p=<-35,-18847,39935>, v=<-34,49,49>, a=<-5,0,-3>
p=<-28248,-16009,-7284>, v=<33,-8,-38>, a=<4,-4,4>
p=<17443,28157,-44983>, v=<-7,-49,-13>, a=<-3,3,-2>
p=<21788,41350,-37263>, v=<-17,-4,-4>, a=<0,1,3>
p=<-34709,-34183,43284>, v=<18,28,-19>, a=<-2,2,-1>
p=<3416,9703,-43930>, v=<-19,10,-14>, a=<1,-2,1>
p=<33578,-47597,21033>, v=<-22,-12,32>, a=<1,3,3>
p=<30525,-8660,-43450>, v=<10,13,-41>, a=<-5,2,1>
p=<8855,24873,48531>, v=<33,-41,26>, a=<1,-3,-4>
p=<-40895,-17962,15930>, v=<6,19,5>, a=<-5,-3,-3>
p=<46127,9549,19606>, v=<6,-46,-13>, a=<0,-1,-4>
p=<35071,38326,-19603>, v=<12,39,45>, a=<-5,-1,1>
p=<-48361,476,-49001>, v=<24,5,-43>, a=<1,-2,-3>
p=<-24433,9534,43770>, v=<44,-33,38>, a=<4,0,-1>
p=<31824,-38812,5396>, v=<-3,43,1>, a=<3,-2,0>
p=<22386,-30357,-42>, v=<33,-22,21>, a=<2,-1,-5>
p=<-37826,-48445,11589>, v=<40,-28,-10>, a=<-1,-1,2>
p=<30144,1762,-2037>, v=<34,42,-3>, a=<3,-3,-4>
p=<-31817,-6010,26269>, v=<-44,39,-10>, a=<-1,-1,-5>
p=<26465,-17407,42895>, v=<-42,-45,14>, a=<1,0,0>
p=<-20352,34035,8788>, v=<-9,35,-46>, a=<-5,3,2>
p=<14198,-6880,34579>, v=<-43,-49,3>, a=<0,1,-4>
p=<15387,-9681,-19988>, v=<7,-15,38>, a=<3,-1,-4>
p=<-9610,-16618,-39230>, v=<-46,-17,26>, a=<4,3,-5>
p=<24316,-31035,43904>, v=<32,-16,-14>, a=<-2,-2,-3>
p=<37077,5922,24504>, v=<25,-46,-38>, a=<2,-1,-1>
p=<48835,12538,-13253>, v=<-50,-20,-32>, a=<0,1,-4>
p=<15709,7094,607>, v=<19,-7,-11>, a=<4,-2,-5>
p=<-12280,-17643,18780>, v=<2,-21,-50>, a=<-3,-1,2>
p=<-20119,-37166,3883>, v=<-18,37,6>, a=<-2,-5,0>
p=<27814,-18935,29864>, v=<11,-38,10>, a=<4,0,-4>
p=<16391,18651,-45018>, v=<-32,45,-6>, a=<1,-5,-4>
p=<24103,-17276,-49887>, v=<37,47,-12>, a=<-5,-1,-2>
p=<34016,1727,-44784>, v=<39,5,-8>, a=<-5,0,3>
p=<-15845,2356,-13424>, v=<-36,-16,39>, a=<-1,4,-4>
p=<8714,41917,-24764>, v=<46,-1,31>, a=<-1,-3,3>
p=<34348,17159,-6722>, v=<-26,-37,-15>, a=<2,-4,-4>
p=<8235,-42864,-45791>, v=<-27,19,45>, a=<-2,3,-3>
p=<-14435,-13090,46853>, v=<3,-2,10>, a=<-2,3,-5>
p=<22387,19058,-48351>, v=<35,7,33>, a=<1,1,-4>
p=<-40108,14713,-25845>, v=<24,22,27>, a=<4,-1,-5>
p=<22758,-34693,-5>, v=<36,1,20>, a=<4,0,-3>
p=<40405,-4806,15820>, v=<-39,24,37>, a=<-2,-2,-4>
p=<46045,718,-38409>, v=<7,-2,37>, a=<-1,-2,2>
p=<43207,-10645,-40371>, v=<6,13,-7>, a=<3,4,4>
p=<22390,45439,-25527>, v=<36,-15,-35>, a=<-5,-4,-5>
p=<-5188,35955,-45862>, v=<-2,-48,19>, a=<-3,1,-4>
p=<49333,40798,41515>, v=<-8,-7,-8>, a=<3,-5,-3>
p=<-13831,-47587,27317>, v=<45,42,-7>, a=<-4,4,3>
p=<-25374,-4528,13489>, v=<26,33,-36>, a=<-5,0,-5>
p=<-14909,-40461,-18365>, v=<-38,43,28>, a=<-2,0,3>
p=<13468,-46510,-10406>, v=<11,-17,38>, a=<3,0,3>
p=<-38247,37096,-2143>, v=<-32,32,15>, a=<1,3,-4>
p=<-24300,41483,-5495>, v=<-46,25,41>, a=<2,3,-4>
p=<-23061,-9448,14441>, v=<-2,46,-49>, a=<3,4,-4>
p=<3993,6959,11989>, v=<-31,43,-50>, a=<1,-3,4>
p=<5204,23074,10688>, v=<41,30,22>, a=<0,4,0>
p=<37926,18733,-23388>, v=<-27,-28,-45>, a=<2,1,-4>
p=<18814,18393,12980>, v=<47,-29,-17>, a=<-1,-5,-1>
p=<-38520,-21494,26073>, v=<43,17,41>, a=<4,-5,3>
p=<21227,-8378,4831>, v=<31,40,36>, a=<-3,-4,1>
p=<-38724,44552,44977>, v=<49,-14,46>, a=<-1,4,-4>
p=<-31060,13466,-2928>, v=<-31,17,7>, a=<1,1,-4>
p=<-21654,11036,1356>, v=<-50,-16,-6>, a=<4,-3,1>
p=<12962,-7313,-7513>, v=<-15,30,10>, a=<-2,3,-4>
p=<40,-3567,37503>, v=<-48,-28,29>, a=<-1,1,2>
p=<3914,22360,25613>, v=<8,-9,-25>, a=<-3,0,-4>
p=<-26899,-30870,-41009>, v=<-1,-42,-4>, a=<2,-3,-2>
p=<37685,-11315,35318>, v=<-4,43,-19>, a=<4,-2,-2>
p=<-36711,33974,13187>, v=<35,38,-33>, a=<3,4,-2>
p=<47144,-5846,-4828>, v=<-11,35,32>, a=<3,-3,3>
p=<35995,40210,-11865>, v=<-22,-41,49>, a=<3,2,2>
p=<42156,-10836,-20847>, v=<-29,-21,-36>, a=<4,4,3>
p=<-42829,-9645,14567>, v=<6,47,-17>, a=<-4,-2,0>
p=<25961,-31717,17567>, v=<-48,12,13>, a=<-4,-3,-1>
p=<30964,48686,41290>, v=<-33,-49,-27>, a=<-2,4,2>
p=<23888,-20788,813>, v=<-40,3,44>, a=<-3,-3,3>
p=<3434,3427,44797>, v=<-5,-47,-3>, a=<4,-2,3>
p=<45097,45845,-22942>, v=<-37,15,-32>, a=<1,2,-1>
p=<2814,36391,45348>, v=<9,16,-2>, a=<-2,0,-2>
p=<47928,10973,37946>, v=<-5,-12,33>, a=<0,2,0>
p=<-39239,17545,32398>, v=<-21,48,-20>, a=<-1,2,-2>
p=<14344,20654,-28833>, v=<5,39,-10>, a=<1,-2,3>
p=<2602,5885,-23209>, v=<14,-44,24>, a=<-3,-4,-2>
p=<36659,965,-32385>, v=<18,35,-31>, a=<-4,2,-3>
p=<-33135,-45502,35283>, v=<-19,-4,15>, a=<-3,3,-2>
p=<32833,19688,45047>, v=<-38,-17,-31>, a=<-3,2,-3>
p=<12828,26174,-9870>, v=<8,-34,22>, a=<-4,3,3>
p=<-32369,47970,-36907>, v=<20,-13,7>, a=<-5,-3,0>
p=<-25484,-47304,-36191>, v=<-8,4,-15>, a=<-1,-5,-2>
p=<22798,-45862,20021>, v=<-10,6,-50>, a=<-1,0,-4>
p=<-23147,-45176,35334>, v=<-29,23,5>, a=<1,-1,3>
p=<-28056,36071,-41473>, v=<-49,22,10>, a=<-5,1,-2>
p=<-33545,48978,-27990>, v=<-26,39,-39>, a=<-4,-2,1>
p=<37545,31017,20336>, v=<-8,35,13>, a=<3,-3,-2>
p=<-25293,13142,-12191>, v=<-38,-1,-44>, a=<0,-5,3>
p=<189,31585,11513>, v=<-24,33,18>, a=<-3,-1,1>
p=<10661,-23558,18661>, v=<-49,-32,-6>, a=<4,2,2>
p=<-359,-33809,-37554>, v=<-19,-10,-38>, a=<0,2,3>
p=<-49824,-32010,-18271>, v=<11,-6,20>, a=<-2,2,2>
p=<25765,-2723,14635>, v=<6,34,5>, a=<2,-3,-1>
p=<-14247,-21466,34163>, v=<31,28,-26>, a=<-5,4,-2>
p=<43610,45136,-12081>, v=<-11,-29,-19>, a=<0,-3,-2>
p=<6297,-10889,5910>, v=<7,15,-9>, a=<2,2,-1>
p=<21816,-48496,28517>, v=<14,-22,37>, a=<3,-5,-1>
p=<-9668,-48944,-6902>, v=<-46,-3,-25>, a=<3,1,1>
p=<-31450,9106,-7856>, v=<6,-7,21>, a=<-2,-1,-2>
p=<29080,-7802,-33012>, v=<10,17,-17>, a=<-4,3,4>
p=<38669,41782,24823>, v=<-9,-6,49>, a=<-5,-3,3>
p=<33628,14374,-27283>, v=<7,31,26>, a=<-2,0,-3>
p=<33438,29386,44229>, v=<-13,-48,12>, a=<3,3,1>
p=<-49903,-21211,35666>, v=<-48,22,-16>, a=<-3,2,-5>
p=<-19018,43685,3412>, v=<-26,-9,49>, a=<-4,-1,-1>
p=<-46413,10117,-13835>, v=<26,36,-3>, a=<0,2,2>
p=<-45682,26975,37174>, v=<45,42,-26>, a=<-2,-3,1>
p=<-15198,-40274,-2329>, v=<29,8,-20>, a=<1,2,-1>
p=<14953,-6109,8817>, v=<-30,-25,-24>, a=<3,2,-2>
p=<-40014,-29139,45052>, v=<-19,48,48>, a=<4,-2,2>
p=<-4437,43979,31964>, v=<-37,-11,42>, a=<-1,-3,-4>
p=<7131,-37556,35915>, v=<6,21,28>, a=<-4,-3,3>
p=<-22422,7071,1348>, v=<22,-11,20>, a=<-1,4,2>
p=<3827,-30384,-255>, v=<41,-46,-19>, a=<-3,2,1>
p=<-12013,14712,-12120>, v=<40,39,-3>, a=<-1,1,2>
p=<33616,21936,-22400>, v=<-50,41,36>, a=<-5,-1,-5>
p=<3049,-4339,-13614>, v=<11,49,42>, a=<-2,-2,-5>
p=<41431,-22167,-39811>, v=<-39,-27,32>, a=<0,0,-4>
p=<31991,-35350,-23562>, v=<13,44,-9>, a=<-5,-2,-2>
p=<18660,35281,-7144>, v=<2,-43,37>, a=<-4,0,-5>
p=<41004,27298,48688>, v=<36,-44,7>, a=<2,-5,-3>
p=<-45859,-23696,-13468>, v=<-9,26,45>, a=<2,2,-4>
p=<29625,4509,-7358>, v=<-35,-16,47>, a=<1,1,-2>
p=<10704,19824,-15280>, v=<47,-35,-50>, a=<4,-5,-4>
p=<29480,-26864,31070>, v=<35,32,-9>, a=<2,-1,3>
p=<14818,-38894,3671>, v=<13,-25,34>, a=<2,-5,0>
p=<29626,18447,30741>, v=<5,12,-8>, a=<1,3,4>
p=<32908,-22109,44385>, v=<25,-19,-38>, a=<-1,4,1>
p=<991,39659,21583>, v=<35,-41,49>, a=<-4,-1,0>
p=<-28375,36288,-48245>, v=<-36,-33,-16>, a=<2,4,-1>
p=<-7103,36267,-24730>, v=<-29,17,30>, a=<0,2,-2>
p=<7331,-47034,-20099>, v=<49,12,-36>, a=<-1,-1,3>
p=<30653,17852,-5944>, v=<-5,12,-28>, a=<1,4,-2>
p=<39080,-43090,-19639>, v=<-22,45,33>, a=<-4,-4,4>
p=<19083,-47517,35403>, v=<8,22,-46>, a=<-4,3,1>
p=<39084,5699,-17661>, v=<-13,-12,5>, a=<2,0,-1>
p=<25359,-6923,-10884>, v=<22,-46,-10>, a=<1,-3,0>
p=<-31811,17701,-34963>, v=<42,8,13>, a=<-5,-3,-2>
p=<-12103,-16207,36058>, v=<-33,1,-12>, a=<-1,1,-2>
p=<24416,-6541,-37872>, v=<41,-8,11>, a=<-5,3,3>
p=<-9817,21232,-3517>, v=<-28,21,-4>, a=<-1,-5,2>
p=<45901,-30908,9409>, v=<35,36,-33>, a=<-2,-5,-2>
p=<32951,-48120,859>, v=<28,3,-36>, a=<-5,4,-1>
p=<47413,1160,37360>, v=<4,-28,-23>, a=<-1,-2,-2>
p=<13909,-48147,-375>, v=<-35,39,31>, a=<-3,-1,3>
p=<-34132,-44926,-40873>, v=<18,40,-7>, a=<-4,4,-5>
p=<-43206,48837,-16458>, v=<-1,0,12>, a=<-2,1,-4>
p=<-24842,-15450,7787>, v=<-13,21,-6>, a=<1,0,2>
p=<-29452,26499,-36307>, v=<-46,41,-18>, a=<-2,-1,-5>
p=<-43914,-6513,39649>, v=<-40,-19,-49>, a=<0,-1,3>
p=<32919,-7531,-15334>, v=<25,-23,-26>, a=<4,2,3>
p=<-30336,-11534,25802>, v=<-15,-22,-27>, a=<-4,2,-5>
p=<6137,32739,39977>, v=<12,-45,45>, a=<0,0,-2>
p=<3546,-45923,12186>, v=<2,5,-1>, a=<3,-1,-5>
p=<-27181,-28132,3083>, v=<-49,-26,33>, a=<1,-3,4>
p=<-24227,-12266,-43925>, v=<-29,-7,-3>, a=<3,-2,-1>
p=<-37678,-27002,49152>, v=<-13,30,-3>, a=<4,-4,-4>
p=<45583,-45473,-27227>, v=<26,22,9>, a=<-3,-1,-3>
p=<-28251,42352,30428>, v=<-48,-22,32>, a=<0,-5,3>
p=<-19686,41834,1007>, v=<8,32,43>, a=<3,-4,2>
p=<-25112,-47172,8402>, v=<-18,14,1>, a=<-1,2,2>
p=<-28711,17709,-34127>, v=<30,45,38>, a=<-4,-1,-1>
p=<14811,-8068,-10886>, v=<42,-19,21>, a=<3,0,-5>
p=<-35158,-34531,41586>, v=<8,5,-37>, a=<-5,1,-5>
p=<12319,-45539,4017>, v=<2,17,-15>, a=<-4,-3,-4>
p=<-2426,-15023,1127>, v=<6,40,1>, a=<3,2,-4>
p=<-8524,33679,-17291>, v=<27,21,7>, a=<4,-4,-1>
p=<-44859,-3598,6718>, v=<14,9,26>, a=<0,3,-4>
p=<16367,26180,-48443>, v=<7,-21,25>, a=<1,-1,2>
p=<32045,37771,3686>, v=<-20,-30,-25>, a=<-2,3,-3>
p=<-49080,-19491,-34287>, v=<-12,4,2>, a=<-2,-5,-2>
p=<47908,-28939,-26201>, v=<-27,42,-35>, a=<-5,-3,3>
p=<10706,-45040,17119>, v=<-1,22,-29>, a=<-1,-4,-5>
p=<24607,36865,-17095>, v=<-43,-39,14>, a=<0,0,-3>
p=<-18245,-2285,-34415>, v=<9,-16,26>, a=<4,1,2>
p=<32397,37293,-18953>, v=<21,-42,36>, a=<1,2,-5>
p=<-276,45444,21648>, v=<-7,41,25>, a=<-1,-5,-3>
p=<-17346,-24540,-25921>, v=<29,-37,11>, a=<2,3,4>
p=<4267,18548,4343>, v=<-7,14,34>, a=<-4,-4,-5>
p=<-24138,42840,25490>, v=<-47,-15,1>, a=<0,0,-5>
p=<30965,-35424,-19429>, v=<18,-42,42>, a=<-4,-1,-1>
p=<-10913,21213,-14245>, v=<19,-12,41>, a=<0,0,-3>
p=<42006,1620,-26466>, v=<14,4,16>, a=<-4,3,4>
p=<-26945,49070,-24895>, v=<49,8,8>, a=<-4,4,2>
p=<-29059,-28418,15235>, v=<6,13,-1>, a=<0,-3,1>
p=<-7777,-5351,-9344>, v=<46,-18,26>, a=<-1,1,-3>
p=<-19797,5670,38890>, v=<-50,-47,-39>, a=<1,4,-3>
p=<49496,-18210,-3833>, v=<-5,-30,42>, a=<2,-2,0>
p=<16990,-6191,38557>, v=<-23,-19,-4>, a=<2,-3,1>
p=<34829,11443,11581>, v=<-26,-8,-36>, a=<3,4,-2>
p=<21896,35103,-30655>, v=<35,-30,28>, a=<2,2,3>
p=<-44463,-34858,28936>, v=<38,-23,35>, a=<1,-1,3>
p=<-34248,-16294,-16247>, v=<-29,-31,-25>, a=<1,4,4>
p=<26566,-11270,-28134>, v=<20,38,-16>, a=<0,-5,3>
p=<-10943,43305,49957>, v=<-16,20,29>, a=<1,-5,-5>
p=<-17711,1682,-32423>, v=<9,-46,-14>, a=<-1,4,-2>
p=<-29366,30159,-28780>, v=<8,44,-13>, a=<0,3,0>
p=<9849,-10119,-39269>, v=<-10,2,-1>, a=<-4,1,-4>
p=<-25040,38153,5961>, v=<-14,18,10>, a=<0,-3,-4>
p=<20019,31780,-27195>, v=<25,30,45>, a=<0,1,-3>
p=<6277,38515,-45239>, v=<-49,0,23>, a=<2,-3,-5>
p=<-14883,3930,48987>, v=<-15,-30,-30>, a=<-1,4,-3>
p=<14364,-33406,-33774>, v=<45,28,30>, a=<3,-1,4>
p=<15243,-11580,32089>, v=<8,13,-34>, a=<-3,-1,3>
p=<-18419,-12675,-28793>, v=<22,-40,34>, a=<0,-1,4>
p=<-44231,24932,-16980>, v=<-35,13,-9>, a=<-3,1,0>
p=<32382,-8358,-8419>, v=<-3,38,34>, a=<-4,-1,1>
p=<19873,-13597,1530>, v=<16,32,-19>, a=<-5,3,3>
p=<-15124,-39597,-36698>, v=<-38,-32,3>, a=<4,4,1>
p=<43608,6626,44127>, v=<-7,47,32>, a=<3,4,-3>
p=<46325,-4143,-10884>, v=<24,13,35>, a=<-5,-4,4>
p=<27033,2151,-47596>, v=<18,41,26>, a=<-3,-3,-2>
p=<18685,-38070,-39504>, v=<0,-8,34>, a=<0,0,0>
p=<33104,-1191,42108>, v=<48,12,31>, a=<1,0,2>
p=<7005,2129,-30875>, v=<8,-1,25>, a=<-1,1,0>
p=<-43857,-28552,-47188>, v=<-39,-12,41>, a=<3,4,2>
p=<31357,16449,-41695>, v=<-34,34,-10>, a=<2,-2,-4>
p=<28489,-23687,-9195>, v=<12,-5,9>, a=<4,4,1>
p=<-41740,-29572,-46501>, v=<-15,39,-50>, a=<0,-4,4>
p=<38271,48684,-5253>, v=<20,0,-11>, a=<-2,3,0>
p=<34701,-9017,39544>, v=<48,2,-33>, a=<3,1,0>
p=<-34329,43588,38076>, v=<49,18,-45>, a=<0,3,-1>
p=<-48908,-40376,35818>, v=<27,-39,-49>, a=<1,2,-5>
p=<-36760,39446,44915>, v=<-3,-9,12>, a=<2,0,-4>
p=<7175,13412,-30853>, v=<-23,33,17>, a=<2,-1,2>
p=<-29062,47472,38206>, v=<-21,44,-31>, a=<0,3,-4>
p=<44816,-12130,44167>, v=<13,47,-23>, a=<-5,0,1>
p=<-31849,-16284,36083>, v=<-47,-50,37>, a=<-2,3,-5>
p=<-45136,-11259,-41337>, v=<-10,27,28>, a=<1,0,-2>
p=<10607,-3932,-5224>, v=<-29,-20,47>, a=<-3,-2,0>
p=<37215,30449,20065>, v=<-6,-41,-50>, a=<-5,4,2>
p=<5262,-46208,32874>, v=<49,-6,27>, a=<-4,-1,-3>
p=<-49088,1113,4878>, v=<17,10,-46>, a=<1,3,0>
p=<42000,-40414,22575>, v=<-30,30,37>, a=<2,0,-1>
p=<16624,-32513,30112>, v=<10,15,49>, a=<-2,1,-5>
p=<37824,-29780,-11806>, v=<-31,3,-44>, a=<-1,-5,-3>
p=<-33539,21518,-20946>, v=<-7,-28,38>, a=<0,4,-2>
p=<30913,32123,47999>, v=<-12,-47,-46>, a=<-5,0,0>
p=<-32476,46945,-10619>, v=<-25,26,-29>, a=<3,-5,-2>
p=<-8575,-24443,-14055>, v=<-38,15,38>, a=<3,2,-5>
p=<17918,47233,-18733>, v=<33,-29,25>, a=<-5,1,-4>
